text,intent,sentiment,product,plan,country,user_type
can you switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
please change my current plan to fiber 300,plan_change,neutral,broadband,fiber 300,India,individual
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,USA,enterprise
i want to change my plan to fleetiot,plan_change,positive,iot,fleet iot,India,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
i would like to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,USA,individual
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,Thailand,individual
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
i want to alteration my plan to storaeg 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
help me change to smart traffic,plan_change,positive,iot,smart traffic,USA,enterprise
please change my current lpan to prepay basic,plan_change,positive,mobile,prepaid basic,Singapore,individual
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
can you switch my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
please change my current plan to smart parking,plan_change,neutral,iot,smart parking,Singapore,enterprise
i want to change my program to fiber1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,USA,individual
pleasehcange my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,Thailand,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
i privation to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
please change my current program to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
help me change to vm pro,plan_change,neutral,cloud,vm pro,Singapore,enterprise
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,Singapore,enterprise
i want to change my plan to prepaid basic,plan_change,neutral,mobile,prepaid basic,India,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,Singapore,individual
i want to change my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,individual
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,India,enterprise
please change my current plan to vm enterprise,plan_change,positive,cloud,vm enterprise,India,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
i want to change my plan to fiber 100,plan_change,positive,broadband,fiber 100,Thailand,individual
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,individual
i want to alteration my plan to prepaidunlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,individual
i would like to modify my plan to fiber ccc,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,enterprise
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i wantto change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
help me change to vm basic,plan_change,neutral,cloud,vm basic,India,enterprise
please alteration my current plan topostpaid gold,plan_change,positive,mobile,postpaid gold,India,enterprise
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,Thailand,individual
help me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
i want to change my plan to fiber 100,plan_change,positive,broadband,fiber 100,Thailand,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,USA,enterprise
aid me change to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,individual
i want to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
help me change to postpaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
aid me change to fibre 300,plan_change,positive,broadband,fiber 300,India,enterprise
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
help me change to smarting parking,plan_change,neutral,iot,smart parking,Singapore,individual
can you switch my plan to storage10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i want to change my plan to smart traffic,plan_change,neutral,iot,smart traffic,Thailand,enterprise
i privation to change my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
i would like to modify my plan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
i would like to modify my plan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
help me change to fleet iot,plan_change,positive,iot,fleet iot,Thailand,individual
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
i would like to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
please change my current plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Singapore,enterprise
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
can you switch my plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i would like to modify my plan to fiber 100,plan_change,neutral,broadband,fiber 100,Singapore,individual
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
help me change to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
please alteration my current plan to fiber 300,plan_change,neutral,broadband,fiber 300,India,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
help mainechange to postpaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
i would like to modify my plan to fibre 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i would like to modify my plan to postpaidgold,plan_change,neutral,mobile,postpaid gold,USA,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,Thailand,individual
can you switch my plan to storage10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
can you switch my program to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
can you switch my plan to postpaid platinum,plan_change,neutral,mobile,postpaid platinum,USA,individual
i want to change my program to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
i want to change my plan to postpaid platinum,plan_change,positive,mobile,postpaid platinum,India,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to change my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
aid me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
can you switch my plan to storage 1tb,plan_change,neutral,cloud,storage 1tb,Thailand,enterprise
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
i want to change my plan to prepay plus,plan_change,neutral,mobile,prepaid plus,Singapore,individual
can you switch my program to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,USA,enterprise
please alteration my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to smatr parking,plan_change,neutral,iot,smart parking,USA,individual
help me change to fiberccc,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,USA,enterprise
please alteration my current plan to smart parking,plan_change,neutral,iot,smart parking,Singapore,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
please change my current plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,USA,individual
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,Thailand,individual
