text,intent,sentiment,country,product_group,plan,customer_type,priority,amount_billed,satisfaction_score
What features does ZENDSmart Lighting offer?,Information Query,Satisfied,USA,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Priority,173.53,4
I want to cancel my ZENDCloud VM Pro subscription.,Cancellation,Neutral,Singapore,Cloud & Data Center Services,ZENDCloud VM Pro,Enterprise,Priority,103.69,3
Requesting refund for ZENDEnterprise Ultra.,Refund,Happy,India,Business Connectivity,ZENDEnterprise Ultra,Enterprise,Priority,228.94,5
I want a refund for ZENDEnterprise Ultra subscription.,Refund,Satisfied,Thailand,Business Connectivity,ZENDEnterprise Ultra,Enterprise,Enterprise,451.23,4
Can you send me my last 2 invoices for ZENDBiz Connect 500?,Billing,Satisfied,India,Business Connectivity,ZENDBiz Connect 500,Enterprise,Priority,438.64,4
Can you send me my last 2 invoices for ZENDIndustrial Sensor?,Billing,Angry,Thailand,IoT & Smart Solutions,ZENDIndustrial Sensor,Individual,Priority,331.9,1
How much does ZENDOffice Net 1G cost in my country?,Information Query,Angry,India,Home & Office Internet,ZENDOffice Net 1G,Individual,Standard,49.81,1
I want to upgrade my ZENDBiz Connect 100 plan.,Plan Upgrade,Angry,Singapore,Business Connectivity,ZENDBiz Connect 100,Individual,Standard,425.48,1
How much does Prepaid Plus 20GB cost in my country?,Information Query,Angry,USA,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Priority,50.01,1
Please terminate my ZENDOffice Net 1G plan.,Cancellation,Angry,USA,Home & Office Internet,ZENDOffice Net 1G,Individual,Enterprise,122.94,1
Can you send me my last 2 invoices for ZENDIndustrial Sensor?,Billing,Angry,Thailand,IoT & Smart Solutions,ZENDIndustrial Sensor,Individual,Priority,165.0,1
How do I stop ZENDFiber Home 300 Mbps service?,Cancellation,Satisfied,India,Home & Office Internet,ZENDFiber Home 300 Mbps,Enterprise,Standard,144.07,4
What are the costs to move from Prepaid Unlimited to premium?,Plan Upgrade,Neutral,USA,Mobile Connectivity,Prepaid Unlimited,Individual,Priority,106.51,3
Requesting refund for Postpaid Silver 50GB.,Refund,Angry,Singapore,Mobile Connectivity,Postpaid Silver 50GB,Enterprise,Standard,80.08,1
Can you send me my last 2 invoices for ZENDOffice Net 1G?,Billing,Angry,Singapore,Home & Office Internet,ZENDOffice Net 1G,Individual,Priority,85.91,1
I want to upgrade my Postpaid Gold 100GB plan.,Plan Upgrade,Satisfied,Singapore,Mobile Connectivity,Postpaid Gold 100GB,Enterprise,Enterprise,36.14,4
Can I upgrade from ZENDStorage 1TB to a higher plan?,Plan Upgrade,Angry,Singapore,Cloud & Data Center Services,ZENDStorage 1TB,Individual,Enterprise,188.42,1
Can I upgrade from Prepaid Plus 20GB to a higher plan?,Plan Upgrade,Angry,Singapore,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Priority,104.61,1
I want to cancel my ZENDOffice Net 500 subscription.,Cancellation,Satisfied,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Enterprise,107.74,4
Please terminate my Prepaid Basic 5GB plan.,Cancellation,Happy,Singapore,Mobile Connectivity,Prepaid Basic 5GB,Individual,Enterprise,125.58,5
What are the costs to move from ZENDSmart Traffic to premium?,Plan Upgrade,Neutral,Thailand,IoT & Smart Solutions,ZENDSmart Traffic,Individual,Priority,235.32,3
I was charged $X instead of $Y for ZENDFiber Home 300 Mbps.,Billing,Satisfied,India,Home & Office Internet,ZENDFiber Home 300 Mbps,Enterprise,Priority,128.78,4
How much does Postpaid Silver 50GB cost in my country?,Information Query,Satisfied,India,Mobile Connectivity,Postpaid Silver 50GB,Enterprise,Priority,121.4,4
How do I claim a refund if I used less than 10% of ZENDSmart Lighting?,Refund,Satisfied,India,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Enterprise,277.94,4
Need details about ZENDSmart Lighting.,Information Query,Happy,Singapore,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Priority,195.87,5
My ZENDFiber Home 100 Mbps is not working properly.,Technical Support,Neutral,Singapore,Home & Office Internet,ZENDFiber Home 100 Mbps,Individual,Enterprise,95.16,3
I am not happy with my ZENDFiber Home 300 Mbps service.,Complaint,Neutral,Thailand,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Enterprise,74.33,3
What are the costs to move from ZENDBiz Connect 100 to premium?,Plan Upgrade,Angry,Thailand,Business Connectivity,ZENDBiz Connect 100,Enterprise,Standard,334.72,1
Complaint regarding ZENDEnterprise Ultra.,Complaint,Happy,USA,Business Connectivity,ZENDEnterprise Ultra,Enterprise,Priority,130.77,5
I want to upgrade my ZENDFiber Home 100 Mbps plan.,Plan Upgrade,Angry,Thailand,Home & Office Internet,ZENDFiber Home 100 Mbps,Individual,Priority,153.97,1
I want a refund for Prepaid Basic 5GB subscription.,Refund,Happy,India,Mobile Connectivity,Prepaid Basic 5GB,Individual,Priority,92.85,5
My billing amount for ZENDStorage 1TB seems incorrect.,Billing,Satisfied,Singapore,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Enterprise,235.04,4
Can you send me my last 2 invoices for ZENDArchive Storage?,Billing,Happy,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Enterprise,235.59,5
Need help fixing my ZENDBiz Connect 100 service.,Technical Support,Satisfied,Thailand,Business Connectivity,ZENDBiz Connect 100,Individual,Enterprise,435.71,4
I want to upgrade my ZENDOffice Net 500 plan.,Plan Upgrade,Angry,Thailand,Home & Office Internet,ZENDOffice Net 500,Enterprise,Standard,84.04,1
Complaint regarding ZENDOffice Net 500.,Complaint,Angry,USA,Home & Office Internet,ZENDOffice Net 500,Enterprise,Standard,91.64,1
Please terminate my ZENDStorage 1TB plan.,Cancellation,Angry,India,Cloud & Data Center Services,ZENDStorage 1TB,Individual,Standard,297.86,1
My ZENDEnterprise Dedicated is not working properly.,Technical Support,Satisfied,Thailand,Business Connectivity,ZENDEnterprise Dedicated,Individual,Priority,429.57,4
Need details about Postpaid Platinum Unlimited.,Information Query,Satisfied,USA,Mobile Connectivity,Postpaid Platinum Unlimited,Individual,Priority,80.6,4
How do I claim a refund if I used less than 10% of ZENDSmart Traffic?,Refund,Angry,Singapore,IoT & Smart Solutions,ZENDSmart Traffic,Individual,Enterprise,172.35,1
What features does ZENDBiz Connect 1G offer?,Information Query,Angry,Thailand,Business Connectivity,ZENDBiz Connect 1G,Enterprise,Standard,136.16,1
Need help fixing my ZENDStorage 1TB service.,Technical Support,Angry,Singapore,Cloud & Data Center Services,ZENDStorage 1TB,Individual,Enterprise,268.33,1
Requesting refund for ZENDIndustrial Sensor.,Refund,Happy,USA,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Standard,91.54,5
My ZENDEnterprise Dedicated is not working properly.,Technical Support,Neutral,USA,Business Connectivity,ZENDEnterprise Dedicated,Individual,Standard,335.13,3
I am not happy with my ZENDSmart Parking service.,Complaint,Satisfied,Singapore,IoT & Smart Solutions,ZENDSmart Parking,Individual,Priority,130.33,4
Please terminate my ZENDIndustrial Sensor plan.,Cancellation,Angry,Singapore,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Priority,387.02,1
How do I stop ZENDStorage 10TB service?,Cancellation,Satisfied,Thailand,Cloud & Data Center Services,ZENDStorage 10TB,Enterprise,Standard,205.89,4
Requesting refund for ZENDSmart Lighting.,Refund,Angry,Thailand,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Standard,97.5,1
I am not happy with my ZENDIndustrial Sensor service.,Complaint,Satisfied,Thailand,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Enterprise,285.21,4
I want to upgrade my ZENDStorage 1TB plan.,Plan Upgrade,Angry,USA,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Standard,255.94,1
What features does ZENDSmart Lighting offer?,Information Query,Happy,Thailand,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Priority,179.63,5
Please terminate my ZENDBiz Connect 100 plan.,Cancellation,Angry,USA,Business Connectivity,ZENDBiz Connect 100,Individual,Enterprise,67.31,1
How do I stop ZENDEnterprise Ultra service?,Cancellation,Happy,Singapore,Business Connectivity,ZENDEnterprise Ultra,Individual,Standard,238.99,5
I am not happy with my ZENDSmart Parking service.,Complaint,Happy,Thailand,IoT & Smart Solutions,ZENDSmart Parking,Individual,Enterprise,349.96,5
I want to upgrade my ZENDBiz Connect 100 plan.,Plan Upgrade,Neutral,India,Business Connectivity,ZENDBiz Connect 100,Enterprise,Standard,426.46,3
Need details about ZENDEnterprise Dedicated.,Information Query,Angry,USA,Business Connectivity,ZENDEnterprise Dedicated,Individual,Standard,99.13,1
I want to upgrade my ZENDFiber Home 100 Mbps plan.,Plan Upgrade,Satisfied,Thailand,Home & Office Internet,ZENDFiber Home 100 Mbps,Individual,Priority,58.32,4
I was charged $X instead of $Y for Postpaid Platinum Unlimited.,Billing,Happy,USA,Mobile Connectivity,Postpaid Platinum Unlimited,Enterprise,Enterprise,115.09,5
My ZENDArchive Storage is not working properly.,Technical Support,Neutral,USA,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Priority,100.39,3
Please terminate my ZENDOffice Net 1G plan.,Cancellation,Neutral,USA,Home & Office Internet,ZENDOffice Net 1G,Enterprise,Enterprise,128.04,3
How do I claim a refund if I used less than 10% of ZENDEnterprise Ultra?,Refund,Satisfied,Thailand,Business Connectivity,ZENDEnterprise Ultra,Individual,Standard,491.73,4
I want to cancel my ZENDOffice Net 500 subscription.,Cancellation,Angry,Singapore,Home & Office Internet,ZENDOffice Net 500,Individual,Enterprise,156.45,1
I want to upgrade my ZENDSmart Lighting plan.,Plan Upgrade,Happy,India,IoT & Smart Solutions,ZENDSmart Lighting,Enterprise,Enterprise,84.03,5
Please terminate my ZENDIndustrial Sensor plan.,Cancellation,Angry,India,IoT & Smart Solutions,ZENDIndustrial Sensor,Enterprise,Enterprise,262.91,1
What features does ZENDCloud VM Basic offer?,Information Query,Neutral,Singapore,Cloud & Data Center Services,ZENDCloud VM Basic,Enterprise,Priority,30.15,3
Can I upgrade from ZENDOffice Net 1G to a higher plan?,Plan Upgrade,Happy,USA,Home & Office Internet,ZENDOffice Net 1G,Enterprise,Standard,172.4,5
I was charged $X instead of $Y for ZENDOffice Net 1G.,Billing,Satisfied,India,Home & Office Internet,ZENDOffice Net 1G,Individual,Priority,67.8,4
What are the costs to move from ZENDArchive Storage to premium?,Plan Upgrade,Satisfied,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Individual,Standard,158.12,4
Can I upgrade from ZENDFiber Home 300 Mbps to a higher plan?,Plan Upgrade,Angry,USA,Home & Office Internet,ZENDFiber Home 300 Mbps,Individual,Enterprise,50.3,1
How do I stop ZENDFiber Home 300 Mbps service?,Cancellation,Neutral,USA,Home & Office Internet,ZENDFiber Home 300 Mbps,Enterprise,Standard,125.1,3
Please terminate my ZENDBiz Connect 500 plan.,Cancellation,Neutral,India,Business Connectivity,ZENDBiz Connect 500,Individual,Enterprise,113.85,3
Frustrated with ZENDFiber Home 1 Gbps connection.,Complaint,Happy,Thailand,Home & Office Internet,ZENDFiber Home 1 Gbps,Individual,Standard,136.68,5
Complaint regarding ZENDSmart Traffic.,Complaint,Satisfied,USA,IoT & Smart Solutions,ZENDSmart Traffic,Enterprise,Enterprise,85.06,4
Frustrated with ZENDSmart Lighting connection.,Complaint,Happy,India,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Standard,201.98,5
What are the costs to move from ZENDOffice Net 200 to premium?,Plan Upgrade,Satisfied,Thailand,Home & Office Internet,ZENDOffice Net 200,Individual,Enterprise,171.33,4
I was charged $X instead of $Y for ZENDSmart Traffic.,Billing,Neutral,USA,IoT & Smart Solutions,ZENDSmart Traffic,Individual,Enterprise,266.4,3
I am not happy with my ZENDEnterprise Dedicated service.,Complaint,Angry,Thailand,Business Connectivity,ZENDEnterprise Dedicated,Individual,Standard,92.55,1
I was charged $X instead of $Y for ZENDFiber Home 100 Mbps.,Billing,Satisfied,Thailand,Home & Office Internet,ZENDFiber Home 100 Mbps,Individual,Priority,178.27,4
Need details about ZENDArchive Storage.,Information Query,Angry,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Individual,Enterprise,52.25,1
Please terminate my ZENDSmart Traffic plan.,Cancellation,Happy,Thailand,IoT & Smart Solutions,ZENDSmart Traffic,Enterprise,Enterprise,144.47,5
Requesting refund for ZENDBiz Connect 1G.,Refund,Happy,India,Business Connectivity,ZENDBiz Connect 1G,Individual,Standard,330.89,5
I am facing issues with ZENDSmart Parking.,Technical Support,Happy,Singapore,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Enterprise,307.4,5
How much does ZENDSmart Parking cost in my country?,Information Query,Neutral,India,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Enterprise,183.4,3
How much does ZENDBiz Connect 500 cost in my country?,Information Query,Angry,USA,Business Connectivity,ZENDBiz Connect 500,Enterprise,Enterprise,181.82,1
I want a refund for ZENDIndustrial Sensor subscription.,Refund,Angry,USA,IoT & Smart Solutions,ZENDIndustrial Sensor,Individual,Priority,233.24,1
What features does Prepaid Plus 20GB offer?,Information Query,Angry,India,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Standard,66.01,1
How much does ZENDCloud VM Pro cost in my country?,Information Query,Angry,USA,Cloud & Data Center Services,ZENDCloud VM Pro,Enterprise,Standard,41.46,1
I was charged $X instead of $Y for ZENDFleet IoT.,Billing,Happy,Thailand,IoT & Smart Solutions,ZENDFleet IoT,Individual,Priority,258.0,5
Can you send me my last 2 invoices for ZENDCloud VM Basic?,Billing,Neutral,USA,Cloud & Data Center Services,ZENDCloud VM Basic,Individual,Standard,233.11,3
My Postpaid Silver 50GB is not working properly.,Technical Support,Satisfied,Singapore,Mobile Connectivity,Postpaid Silver 50GB,Enterprise,Enterprise,114.98,4
How do I claim a refund if I used less than 10% of ZENDBiz Connect 1G?,Refund,Satisfied,India,Business Connectivity,ZENDBiz Connect 1G,Individual,Standard,457.53,4
Need help fixing my ZENDBiz Connect 100 service.,Technical Support,Happy,India,Business Connectivity,ZENDBiz Connect 100,Individual,Standard,277.79,5
Can I upgrade from ZENDCloud VM Enterprise to a higher plan?,Plan Upgrade,Happy,USA,Cloud & Data Center Services,ZENDCloud VM Enterprise,Individual,Standard,246.42,5
I was charged $X instead of $Y for ZENDBiz Connect 100.,Billing,Happy,Thailand,Business Connectivity,ZENDBiz Connect 100,Individual,Priority,200.61,5
Can I upgrade from Prepaid Plus 20GB to a higher plan?,Plan Upgrade,Angry,Thailand,Mobile Connectivity,Prepaid Plus 20GB,Individual,Priority,20.38,1
Frustrated with ZENDSmart Parking connection.,Complaint,Satisfied,India,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Standard,249.82,4
What are the costs to move from Prepaid Basic 5GB to premium?,Plan Upgrade,Happy,India,Mobile Connectivity,Prepaid Basic 5GB,Individual,Standard,137.17,5
Can you send me my last 2 invoices for ZENDFiber Home 300 Mbps?,Billing,Satisfied,Singapore,Home & Office Internet,ZENDFiber Home 300 Mbps,Enterprise,Standard,150.25,4
I want to cancel my ZENDArchive Storage subscription.,Cancellation,Happy,Thailand,Cloud & Data Center Services,ZENDArchive Storage,Enterprise,Priority,249.58,5
My billing amount for ZENDFleet IoT seems incorrect.,Billing,Happy,Thailand,IoT & Smart Solutions,ZENDFleet IoT,Individual,Enterprise,326.02,5
Requesting refund for Prepaid Plus 20GB.,Refund,Neutral,Thailand,Mobile Connectivity,Prepaid Plus 20GB,Individual,Enterprise,88.7,3
Can you send me my last 2 invoices for ZENDSmart Lighting?,Billing,Neutral,India,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Enterprise,372.69,3
Can you send me my last 2 invoices for ZENDStorage 1TB?,Billing,Satisfied,USA,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Standard,65.68,4
Need details about Prepaid Plus 20GB.,Information Query,Angry,Thailand,Mobile Connectivity,Prepaid Plus 20GB,Enterprise,Enterprise,131.33,1
I want a refund for ZENDFleet IoT subscription.,Refund,Angry,Singapore,IoT & Smart Solutions,ZENDFleet IoT,Enterprise,Priority,60.74,1
Requesting refund for ZENDSmart Lighting.,Refund,Satisfied,Singapore,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Enterprise,76.81,4
I want a refund for ZENDBiz Connect 500 subscription.,Refund,Satisfied,Singapore,Business Connectivity,ZENDBiz Connect 500,Individual,Standard,231.62,4
Complaint regarding ZENDCloud VM Pro.,Complaint,Satisfied,USA,Cloud & Data Center Services,ZENDCloud VM Pro,Enterprise,Standard,226.45,4
My Postpaid Gold 100GB is not working properly.,Technical Support,Neutral,Singapore,Mobile Connectivity,Postpaid Gold 100GB,Enterprise,Enterprise,59.32,3
Please terminate my ZENDEnterprise Dedicated plan.,Cancellation,Happy,Singapore,Business Connectivity,ZENDEnterprise Dedicated,Individual,Enterprise,452.02,5
How do I stop ZENDSmart Parking service?,Cancellation,Neutral,Thailand,IoT & Smart Solutions,ZENDSmart Parking,Individual,Enterprise,191.28,3
Need details about ZENDSmart Parking.,Information Query,Neutral,Thailand,IoT & Smart Solutions,ZENDSmart Parking,Enterprise,Standard,376.59,3
How do I stop ZENDBiz Connect 1G service?,Cancellation,Angry,Thailand,Business Connectivity,ZENDBiz Connect 1G,Individual,Priority,497.94,1
What features does ZENDFiber Home 1 Gbps offer?,Information Query,Happy,India,Home & Office Internet,ZENDFiber Home 1 Gbps,Enterprise,Enterprise,170.2,5
How do I claim a refund if I used less than 10% of ZENDSmart Lighting?,Refund,Happy,Singapore,IoT & Smart Solutions,ZENDSmart Lighting,Individual,Priority,222.58,5
Please terminate my ZENDFiber Home 1 Gbps plan.,Cancellation,Satisfied,Singapore,Home & Office Internet,ZENDFiber Home 1 Gbps,Individual,Enterprise,186.21,4
I want a refund for ZENDStorage 1TB subscription.,Refund,Happy,Singapore,Cloud & Data Center Services,ZENDStorage 1TB,Enterprise,Standard,54.7,5
